,date,open,high,low,close,volume,dividends,splits,eps_estimate,reported_eps,surprise_pct,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepletionIncomeStatement,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,ExciseTaxes,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromTaxLossCarryforward,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherTaxes,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SecuritiesAmortization,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,total_revenue,symbol,numberOfFunds,marketCapitalizationPrimary,numberOfFunds_prev,gap,earnings_acceleration,sales_acceleration,highest_1,highest_1_index,lowest_1,drawdown_open_1,drawdown_low_1,maxrunup_open_1,maxrunup_close_1,win1
192690,2023-11-03 00:00:00+00:00,159.99,166.08,156.22,161.33,379700,0.0,0.0,1.89,2.05,8.47,,,,17892444.0,1.63,317753000.0,,,,,17921414.0,1.63,29192000.0,53189000.0,73767000.0,,2755000.0,,,48000.0,-4225000.0,,177691000.0,,,12721000.0,12721000.0,,,-47000.0,29346000.0,29192000.0,29393000.0,,,29346000.0,29346000.0,,29393000.0,-12721000.0,-12721000.0,78848000.0,32689298.0,118965000.0,58726000.0,495444000.0,,-5537000.0,-456000.0,,-187000.0,-888000.0,154000.0,,40468000.0,,317753000.0,20578000.0,,,,1043000.0,,,,119853000.0,-856000.0,-1737702.0,13830000.0,0.34,436718000.0,56795000.0,,-5081000.0,-5081000.0,,495444000.0,KWR,428.0,3159608830.0,418.0,10.31,0.0,-0.94,180.66,8.0,156.22,-2.36,0.0,12.92,11.98,
192897,2023-11-14 00:00:00+00:00,0.81,0.81,0.7,0.78,1111700,0.0,0.0,-0.35,-0.32,8.35,,,,72461850.0,-0.34,,,,,,72461850.0,-0.34,-24308000.0,-23923000.0,-23674000.0,,,,,,,5785000.0,,,,385000.0,385000.0,2861000.0,2861000.0,,-24308000.0,-24308000.0,-24308000.0,,,-24308000.0,-24308000.0,,-24308000.0,2476000.0,2476000.0,-23674000.0,-24308000.0,26784000.0,-26784000.0,0.0,5785000.0,,,,,,,,-24308000.0,,,249000.0,,,20999000.0,,,,,5785000.0,,0.0,,0.0,26784000.0,-26784000.0,,,,,0.0,KZR,185.0,63125732.0,228.0,10.96,0.0,,0.93,6.0,0.7,-13.58,0.0,14.81,19.23,
192980,2023-09-19 00:00:00+00:00,3.0,3.05,2.75,2.88,1368300,0.0,0.0,-0.21,-0.22,-4.76,,,,78669000.0,-0.22,14064000.0,,,,,78669000.0,-0.22,-17040000.0,-15610000.0,-11984000.0,,,,,,,,13602000.0,,,1129000.0,1129000.0,,,,-17040000.0,-17040000.0,-17040000.0,,,-17040000.0,-17040000.0,,-17040000.0,-1129000.0,-1129000.0,-9717000.0,-15679800.0,28784000.0,-15182000.0,27486000.0,,-428000.0,1839000.0,,,,,,-16739000.0,,14064000.0,3626000.0,,,6184000.0,2267000.0,,,,22600000.0,-2267000.0,-906800.0,301000.0,0.4,42848000.0,-17449000.0,,-2267000.0,-2267000.0,,27666000.0,LAB,59.0,194517744.0,66.0,13.21,0.0,10.14,3.05,0.0,2.75,-8.33,0.0,1.67,5.9,-32.99
193359,2023-06-08 00:00:00+00:00,14.4,14.43,12.55,13.03,93400,0.0,0.0,0.13,0.18,38.46,,,,7447932.0,0.03,18135000.0,,,,,7588866.0,0.02,183000.0,183000.0,183000.0,,,,,,,,10862000.0,,,12000.0,12000.0,,,,183000.0,183000.0,183000.0,,,183000.0,183000.0,,183000.0,-12000.0,-12000.0,183000.0,183000.0,10786000.0,76000.0,28997000.0,,107000.0,107000.0,10082000.0,,,,,171000.0,,18135000.0,135000.0,,,,,,,,,,0.0,-12000.0,0.4,28921000.0,76000.0,,,,,28997000.0,LAKE,93.0,106262520.0,,17.26,0.0,2.15,15.1,20.0,12.52,-13.06,-0.24,4.86,15.89,15.35
194530,2023-01-03 00:00:00+00:00,1.3,1.3,1.21,1.23,324300,0.0,0.0,-0.04,-0.04,-14.29,,,,169786000.0,-0.04,235000.0,,,,,169786000.0,-0.04,-6069000.0,-5251000.0,-5058000.0,,,,,,-233000.0,4422000.0,2763000.0,,,,,,,47000.0,-6069000.0,-6069000.0,-6116000.0,,,-6069000.0,-6069000.0,,-6116000.0,384000.0,384000.0,-4825000.0,-5929200.0,8014000.0,-5251000.0,2998000.0,4422000.0,-708000.0,-475000.0,,,,,,-5575000.0,,235000.0,193000.0,,,3592000.0,,,,,4422000.0,0.0,-93200.0,541000.0,0.4,8249000.0,-5251000.0,-384000.0,-233000.0,-233000.0,,2998000.0,LCTX,,,,11.11,0.0,,1.58,10.0,1.16,-10.77,-4.13,21.54,28.46,13.82
195027,2023-06-01 00:00:00+00:00,7.39,8.78,7.07,8.3,1199500,0.0,0.0,-0.13,-0.05,61.54,,,,32844000.0,-0.1,357459000.0,,9513000.0,9513000.0,,32844000.0,-0.1,-3298000.0,12807000.0,22320000.0,,,,,,,,172144000.0,,,11961000.0,11961000.0,,,,-3298000.0,-3298000.0,-3298000.0,,,-3298000.0,-3298000.0,,-3298000.0,-11961000.0,-11961000.0,22320000.0,-3298000.0,159604000.0,12540000.0,529603000.0,,267000.0,267000.0,-209000.0,,,,,846000.0,,357459000.0,9513000.0,,,,,,,,150300000.0,,0.0,4144000.0,0.21,517063000.0,12540000.0,,,,,529603000.0,LE,212.0,224439776.0,,17.86,-64.29,42.76,9.52,5.0,7.07,-4.26,0.0,28.82,14.7,-5.9
195726,2023-04-19 00:00:00+00:00,58.21,63.32,57.63,62.5,9146800,0.0,0.0,-0.42,-0.62,-47.23,,,,165248536.0,-0.68,35613000.0,,,,,165248536.0,-0.68,-112101000.0,-106860000.0,-106860000.0,,,,,,20000000.0,22205000.0,723000.0,,,5113000.0,5113000.0,,,,-112101000.0,-112101000.0,-112101000.0,,,-112101000.0,-112101000.0,,-112101000.0,-5113000.0,-5113000.0,-126860000.0,-124101000.0,125048000.0,-124325000.0,36280000.0,22205000.0,17465000.0,-2535000.0,,,,,,-111973000.0,,35613000.0,5110000.0,,,84889000.0,,,,17954000.0,40159000.0,,8000000.0,128000.0,0.4,160661000.0,,,20000000.0,20000000.0,,36336000.0,LEGN,498.0,10879546400.0,,11.43,0.0,32.8,73.3,18.0,57.63,-0.99,0.0,25.92,17.28,10.3
196377,2023-03-16 00:00:00+00:00,3.05,3.05,2.72,2.75,11000,0.0,0.0,-0.21,-0.24,-14.29,,,,5950998.0,-0.22,2958.0,,,,,5950998.0,-0.22,-1298131.0,-1310638.0,-1285909.0,,,,,0.0,,646517.0,32057.0,,,,,,,12507.0,-1298131.0,-1298131.0,-1310638.0,0.0,,-1298131.0,-1298131.0,,-1310638.0,,,-1285909.0,-1298131.0,1342695.0,-1310638.0,35015.0,646517.0,,,,,,,,-1310638.0,,2958.0,24729.0,,,696178.0,,,,,646517.0,0.0,0.0,,0.0,1345653.0,-1513161.0,,0.0,0.0,,35015.0,LEXX,,,,12.55,0.0,-65.49,3.05,0.0,2.72,-10.79,0.0,0.0,10.91,-21.09
196402,2023-05-23 00:00:00+00:00,0.76,0.88,0.7,0.78,1664000,0.0,0.0,-0.21,-0.24,-14.29,,,,5950998.0,-0.22,2958.0,,,,,5950998.0,-0.22,-1298131.0,-1310638.0,-1285909.0,,,,,0.0,,646517.0,32057.0,,,,,,,12507.0,-1298131.0,-1298131.0,-1310638.0,0.0,,-1298131.0,-1298131.0,,-1310638.0,,,-1285909.0,-1298131.0,1342695.0,-1310638.0,35015.0,646517.0,,,,,,,,-1310638.0,,2958.0,24729.0,,,696178.0,,,,,646517.0,0.0,0.0,,0.0,1345653.0,-1513161.0,,0.0,0.0,,35015.0,LEXX,14.0,16441600.0,,10.3,0.0,-65.49,0.88,0.0,0.7,-7.89,0.0,15.79,12.68,1.15
196520,2023-05-23 00:00:00+00:00,6.0,9.5,5.91,8.05,15417600,0.0,0.0,-0.04,-0.24,-500.0,,,,30219549.0,-1.33,21622000.0,,,,,30304000.0,-1.33,-40192000.0,-9573000.0,-6418000.0,,,,0.0,,,,5978000.0,0.0,,5818000.0,5818000.0,22000.0,22000.0,,-40192000.0,-40192000.0,-15461000.0,-24731000.0,,-40192000.0,-15461000.0,,-40192000.0,-5796000.0,-5796000.0,-3677000.0,-13295610.0,12936000.0,-6958000.0,27600000.0,,-2637000.0,104000.0,,,,,,-15391000.0,,21622000.0,3155000.0,,,1964000.0,2741000.0,,,,10972000.0,-2741000.0,-575610.0,70000.0,0.21,34558000.0,-9699000.0,,-2741000.0,-2741000.0,,27600000.0,LFCR,146.0,215451600.0,,11.94,0.0,-28.87,9.5,0.0,5.91,-1.5,0.0,58.33,18.01,10.68
196612,2023-03-16 00:00:00+00:00,10.76,10.76,9.36,10.2,10190,0.0,0.0,-0.18,-0.15,18.18,,,,1779000.0,8.6,1515000.0,,,,,2160750.0,5.6,15454000.0,16159000.0,16159000.0,,,,,,22264000.0,6489000.0,10266000.0,,,705000.0,705000.0,,,,15454000.0,15454000.0,15454000.0,,,15454000.0,15454000.0,,15454000.0,-705000.0,-705000.0,-6105000.0,-2134560.0,16298000.0,-6032000.0,11781000.0,6489000.0,22191000.0,-73000.0,,,,,,15454000.0,,1515000.0,127000.0,,,3406000.0,,,,6403000.0,12892000.0,,4675440.0,,0.21,17813000.0,-6032000.0,,22264000.0,22264000.0,,11781000.0,LFLY,,,,10.47,-153.57,,10.76,0.0,9.36,-13.01,0.0,0.0,5.49,-29.8
196640,2023-05-26 00:00:00+00:00,7.68,7.68,6.2,6.3,6330,0.0,0.0,-0.17,-0.12,28.0,,,,1935250.0,-2.8,1346000.0,,,,,1935250.0,-2.8,-5397000.0,-4684000.0,-4489000.0,,,,,,267000.0,6660000.0,9903000.0,,,713000.0,713000.0,,,,-5397000.0,-5397000.0,-5397000.0,,,-5397000.0,-5397000.0,,-5397000.0,-713000.0,-713000.0,-4756000.0,-5664000.0,14851000.0,-4948000.0,11249000.0,6660000.0,264000.0,-3000.0,,,,,,-5397000.0,,1346000.0,195000.0,,,3280000.0,,,,4911000.0,11571000.0,,0.0,,0.0,16197000.0,-4948000.0,,267000.0,267000.0,,11249000.0,LFLY,79.0,10230740.0,,12.94,0.0,-4.52,9.02,20.0,4.68,-39.06,-24.52,17.45,43.17,-8.25
196666,2023-08-11 00:00:00+00:00,6.8,7.0,6.1,6.88,11250,0.0,0.0,-0.09,-0.04,57.14,,,,1975450.0,-0.8,1238000.0,,,,,1975450.0,-0.8,-1436000.0,-712000.0,-486000.0,,,,,,14000.0,5016000.0,9437000.0,,,724000.0,724000.0,,,,-1436000.0,-1436000.0,-1436000.0,,,-1436000.0,-1436000.0,,-1436000.0,-724000.0,-724000.0,-500000.0,-1450000.0,10188000.0,-751000.0,10554000.0,5016000.0,39000.0,25000.0,,,,,,-1436000.0,,1238000.0,226000.0,,,2320000.0,,,,2852000.0,7868000.0,,0.0,,0.0,11426000.0,-751000.0,,14000.0,14000.0,,10675000.0,LFLY,21.0,10230740.0,79.0,12.21,0.0,-5.1,16.0,20.0,5.82,-14.41,-4.59,135.29,132.56,23.69
196670,2023-08-18 00:00:00+00:00,7.2,7.2,6.6,6.98,9465,0.0,0.0,-0.09,-0.04,57.14,,,,1975450.0,-0.8,1238000.0,,,,,1975450.0,-0.8,-1436000.0,-712000.0,-486000.0,,,,,,14000.0,5016000.0,9437000.0,,,724000.0,724000.0,,,,-1436000.0,-1436000.0,-1436000.0,,,-1436000.0,-1436000.0,,-1436000.0,-724000.0,-724000.0,-500000.0,-1450000.0,10188000.0,-751000.0,10554000.0,5016000.0,39000.0,25000.0,,,,,,-1436000.0,,1238000.0,226000.0,,,2320000.0,,,,2852000.0,7868000.0,,0.0,,0.0,11426000.0,-751000.0,,14000.0,14000.0,,10675000.0,LFLY,21.0,10230740.0,79.0,15.38,0.0,-5.1,16.0,15.0,5.82,-19.17,-11.82,122.22,129.23,50.72
196694,2023-11-01 00:00:00+00:00,6.99,6.99,6.16,6.16,2100,0.0,0.0,-0.09,-0.04,57.14,,,,1975450.0,-0.8,1238000.0,,,,,1975450.0,-0.8,-1436000.0,-712000.0,-486000.0,,,,,,14000.0,5016000.0,9437000.0,,,724000.0,724000.0,,,,-1436000.0,-1436000.0,-1436000.0,,,-1436000.0,-1436000.0,,-1436000.0,-724000.0,-724000.0,-500000.0,-1450000.0,10188000.0,-751000.0,10554000.0,5016000.0,39000.0,25000.0,,,,,,-1436000.0,,1238000.0,226000.0,,,2320000.0,,,,2852000.0,7868000.0,,0.0,,0.0,11426000.0,-751000.0,,14000.0,14000.0,,10675000.0,LFLY,21.0,10230740.0,79.0,12.36,0.0,-5.1,7.15,5.0,6.16,-11.79,0.0,2.26,15.93,
196695,2023-11-02 00:00:00+00:00,6.87,6.87,6.3,6.5,4700,0.0,0.0,-0.09,-0.04,57.14,,,,1975450.0,-0.8,1238000.0,,,,,1975450.0,-0.8,-1436000.0,-712000.0,-486000.0,,,,,,14000.0,5016000.0,9437000.0,,,724000.0,724000.0,,,,-1436000.0,-1436000.0,-1436000.0,,,-1436000.0,-1436000.0,,-1436000.0,-724000.0,-724000.0,-500000.0,-1450000.0,10188000.0,-751000.0,10554000.0,5016000.0,39000.0,25000.0,,,,,,-1436000.0,,1238000.0,226000.0,,,2320000.0,,,,2852000.0,7868000.0,,0.0,,0.0,11426000.0,-751000.0,,14000.0,14000.0,,10675000.0,LFLY,21.0,10230740.0,79.0,11.42,0.0,-5.1,7.15,4.0,6.3,-8.23,0.0,4.05,9.95,
196842,2023-03-08 00:00:00+00:00,5.55,6.31,5.47,5.6,4538300,0.0,0.0,-0.13,-0.13,-1.3,,,,357520000.0,-0.11,157267000.0,,17884000.0,17884000.0,,357520000.0,-0.11,-37853000.0,-38017000.0,-20133000.0,,,,,,,81248000.0,60293000.0,,,4189000.0,4189000.0,,,,-37853000.0,-37853000.0,-37853000.0,,,-37853000.0,-37853000.0,,-37853000.0,-4189000.0,-4189000.0,-21099000.0,-38719502.0,99132000.0,-38839000.0,217560000.0,81248000.0,822000.0,-144000.0,,,,0.0,,-42206000.0,,157267000.0,17884000.0,,,,-966000.0,,,,81248000.0,966000.0,99498.0,-4353000.0,0.1,256399000.0,-38839000.0,,966000.0,966000.0,,217560000.0,LFST,,,,17.09,18.18,,7.81,20.0,5.46,-1.62,-0.18,40.72,39.46,40.18
197702,2023-05-02 00:00:00+00:00,0.49,0.52,0.43,0.45,33595800,0.0,0.0,-0.16,0.98,716.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LILM,22.0,513820320.0,,27.94,0.0,,1.27,13.0,0.43,-12.24,0.0,159.18,179.74,157.71
197706,2023-05-08 00:00:00+00:00,0.93,1.04,0.83,0.93,14430000,0.0,0.0,-0.16,0.98,716.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LILM,22.0,513820320.0,,13.83,0.0,,1.27,9.0,0.78,-15.81,-5.66,36.56,36.56,16.13
197723,2023-06-20 00:00:00+00:00,1.42,1.45,1.3,1.35,5620900,0.0,0.0,-0.16,0.98,716.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LILM,22.0,513820320.0,,11.81,0.0,,1.9,8.0,1.24,-12.68,-4.62,33.8,40.74,-2.22
197982,2023-11-06 00:00:00+00:00,9.87,9.99,9.27,9.5,223900,0.0,0.0,0.03,0.07,154.55,,,,30140221.0,0.57,40030000.0,,,,,30397308.0,0.57,17250000.0,24062000.0,25739000.0,,,,,30933000.0,,,48616000.0,4220000.0,,28000.0,28000.0,547000.0,547000.0,,17250000.0,17250000.0,17250000.0,,,17250000.0,17250000.0,,17250000.0,519000.0,519000.0,-974000.0,-1929934.0,51814000.0,-3198000.0,88646000.0,,26713000.0,,,,,695000.0,304000.0,24034000.0,,40030000.0,1677000.0,,,,,,,,51814000.0,26713000.0,7533066.0,6784000.0,0.28,91844000.0,23515000.0,,26713000.0,26713000.0,,88646000.0,LINC,131.0,283171776.0,79.0,13.06,-87.72,1.56,9.99,0.0,9.27,-6.08,0.0,1.22,5.16,
198088,2023-11-02 00:00:00+00:00,7.25,7.25,5.47,6.0,844500,0.0,0.0,0.04,0.08,100.0,,,,53245491.0,-0.48,77654000.0,,11331000.0,11331000.0,,53245491.0,-0.48,-25553000.0,-12019000.0,-330000.0,,,,,,348000.0,29155000.0,47144000.0,,,11645000.0,11645000.0,,,-765000.0,-24470000.0,-25553000.0,-23705000.0,,,-24470000.0,-24470000.0,,-23705000.0,-11645000.0,-11645000.0,-678000.0,-24744920.0,55644000.0,-8500000.0,124798000.0,29155000.0,-3519000.0,-3867000.0,,,,,1083000.0,-23664000.0,,77296000.0,11689000.0,,,,,,,15158000.0,44313000.0,,73080.0,41000.0,0.21,133298000.0,-8500000.0,,348000.0,348000.0,,124798000.0,LIND,194.0,395605100.0,195.0,24.14,-116.67,-12.97,8.24,12.0,5.47,-24.55,0.0,13.66,37.33,
198136,2023-07-18 00:00:00+00:00,16.2,17.23,8.99,10.15,2063800,0.0,0.0,0.15,0.2,33.33,,,,6600000.0,0.04,1988000.0,,,,,6600000.0,0.04,281000.0,406000.0,546000.0,,,,,,,,2061000.0,,,,,,,,381000.0,281000.0,381000.0,,,381000.0,381000.0,,381000.0,,,546000.0,381000.0,1655000.0,406000.0,4049000.0,,64000.0,64000.0,,,,,100000.0,470000.0,,1988000.0,140000.0,,,650000.0,,,,,1005000.0,,0.0,89000.0,0.19,3643000.0,406000.0,,,,,4049000.0,LINK,5.0,82819800.0,4.0,47.68,0.0,23.52,17.23,0.0,8.99,-44.49,0.0,6.36,69.75,-4.04
198187,2023-02-21 00:00:00+00:00,4.56,4.56,4.0,4.08,6763,0.0,0.0,-0.05,-0.2,-300.0,,,,5486475.0,-0.32,3198255.0,,,,,5486475.0,-0.32,-1752664.0,-1653345.0,-1076964.0,,,,,-19.0,628137.0,1429315.0,107279.0,,,112612.0,112612.0,1870.0,1870.0,,-1752664.0,-1752664.0,-1752664.0,,,-1752664.0,-1752664.0,,-1752664.0,-110742.0,-110742.0,-1703729.0,-2374711.11,2389259.0,-2281980.0,3305534.0,1429315.0,626765.0,,,,,,,-1765957.0,,3198255.0,576381.0,,,283524.0,1353.0,,,676420.0,2105735.0,-1372.0,4717.89,-13293.0,0.01,5587514.0,-2280016.0,,626765.0,626765.0,,3305534.0,LIQT,,,,11.76,0.0,,4.56,0.0,4.0,-12.28,0.0,0.0,11.76,-7.84
198343,2023-10-30 00:00:00+00:00,39.97,41.2,39.01,39.79,3411500,0.0,0.0,0.56,0.59,6.23,,,,68300000.0,-0.88,281200000.0,,,,,68300000.0,-0.88,-60200000.0,-36000000.0,-36000000.0,,,,,,2600000.0,,89600000.0,,,9400000.0,9400000.0,16400000.0,16400000.0,,-60200000.0,-60200000.0,-60200000.0,,,-60200000.0,-60200000.0,,-60200000.0,-9400000.0,-9400000.0,-32700000.0,-57593000.0,142200000.0,-52600000.0,370800000.0,,16600000.0,19900000.0,,,,,,-45400000.0,,281200000.0,78700000.0,,,73900000.0,3300000.0,,,,68300000.0,-3300000.0,-693000.0,14800000.0,0.21,423400000.0,-55900000.0,,-3300000.0,-3300000.0,,370800000.0,LITE,641.0,2834100000.0,679.0,10.81,0.0,-3.29,46.4,7.0,37.99,-4.95,-2.61,16.09,16.61,8.32
198570,2023-02-07 00:00:00+00:00,11.0,13.4,10.2,12.1,786940,0.0,0.0,-0.33,0.17,151.52,,,,5202976.0,4.0,376159000.0,,,,,5229315.0,4.0,19823000.0,16667000.0,16667000.0,,,,,,98000.0,27093000.0,189069000.0,,,,,,,1000.0,19823000.0,19823000.0,19822000.0,,,19823000.0,19823000.0,,19822000.0,1321000.0,1321000.0,16569000.0,19725000.0,172402000.0,16667000.0,565228000.0,27093000.0,1834000.0,1736000.0,-4178000.0,,,,,19822000.0,,376159000.0,,,,78320000.0,,,,71167000.0,98260000.0,,0.0,0.0,0.0,548561000.0,12489000.0,-1321000.0,98000.0,98000.0,,565228000.0,LIZI,,,,10.0,0.0,,13.4,0.0,10.2,-7.27,0.0,21.82,10.74,-36.36
198609,2023-05-25 00:00:00+00:00,7.9,8.8,7.23,8.2,580820,0.0,0.0,-0.33,0.17,151.52,,,,5294370.0,10.0,434559000.0,,,,,5338610.0,10.0,49362000.0,45894000.0,45894000.0,,,,,,1350000.0,22968000.0,196432000.0,,,,,,,1033000.0,49362000.0,49362000.0,48329000.0,,,49362000.0,49362000.0,,48329000.0,856000.0,856000.0,44544000.0,48013088.53,150538000.0,45894000.0,630991000.0,22968000.0,1618000.0,268000.0,-3189000.0,,,,,48368000.0,,434559000.0,,,,71911000.0,,,,58848000.0,81816000.0,,1088.53,39000.0,0.0,585097000.0,42705000.0,-856000.0,1350000.0,1350000.0,,630991000.0,LIZI,3.0,20001520.0,,12.86,0.0,11.63,12.2,15.0,7.23,-8.48,0.0,54.43,48.78,21.22
198922,2023-05-31 00:00:00+00:00,4.91,5.52,4.16,4.5,7735500,0.0,0.0,-0.15,-0.31,-106.67,,,,28717000.0,-0.37,152698000.0,,,,,28717000.0,-0.37,-10585000.0,-13185000.0,-8516000.0,,,,,,,,88000000.0,,,,,,,,-10585000.0,-10585000.0,-10585000.0,,,-10585000.0,-10585000.0,,-10585000.0,,,-8516000.0,-10585000.0,101185000.0,-13185000.0,240698000.0,,-1159000.0,-1159000.0,,,,,,-14344000.0,,152698000.0,4669000.0,,,,,,,,101185000.0,,0.0,-3759000.0,0.26,253883000.0,-13185000.0,,,,,240698000.0,LL,181.0,111103200.0,,18.6,0.0,-10.46,5.52,0.0,4.16,-15.27,0.0,12.42,22.67,-14.89
198946,2023-08-15 00:00:00+00:00,4.17,4.85,4.13,4.65,3408200,0.0,0.0,-0.41,-1.28,-212.2,,,,28820000.0,-1.35,151891000.0,,,,,28820000.0,-1.35,-39002000.0,-20469000.0,-15682000.0,,,,,,,,84531000.0,,,,,,,,-39002000.0,-39002000.0,-39002000.0,,,-39002000.0,-39002000.0,,-39002000.0,,,-15682000.0,-39002000.0,105000000.0,-20469000.0,236422000.0,,-675000.0,-675000.0,,,,,,-21144000.0,,151891000.0,4787000.0,,,,,,,,105000000.0,,0.0,17858000.0,0.4,256891000.0,-20469000.0,,,,,236422000.0,LL,119.0,111103200.0,181.0,11.2,0.0,-1.78,4.85,0.0,4.13,-0.96,0.0,16.31,4.3,-37.42
198962,2023-10-12 00:00:00+00:00,3.83,4.45,3.73,4.0,25332500,0.0,0.0,-0.41,-1.28,-212.2,,,,28820000.0,-1.35,151891000.0,,,,,28820000.0,-1.35,-39002000.0,-20469000.0,-15682000.0,,,,,,,,84531000.0,,,,,,,,-39002000.0,-39002000.0,-39002000.0,,,-39002000.0,-39002000.0,,-39002000.0,,,-15682000.0,-39002000.0,105000000.0,-20469000.0,236422000.0,,-675000.0,-675000.0,,,,,,-21144000.0,,151891000.0,4787000.0,,,,,,,,105000000.0,,0.0,17858000.0,0.4,256891000.0,-20469000.0,,,,,236422000.0,LL,119.0,111103200.0,181.0,30.72,0.0,-1.78,4.45,0.0,3.73,-2.61,0.0,16.19,11.25,-26.0
198977,2023-03-21 00:00:00+00:00,1.92,1.92,1.52,1.6,15080000,0.0,0.0,-0.21,-0.26,-26.21,,,,143276708.0,-0.19,27793000.0,,,,,143276708.0,-0.19,-27355000.0,-20154000.0,-18933000.0,,,,,,6001000.0,24696000.0,37000.0,,,7147000.0,7147000.0,,,,-27355000.0,-27355000.0,-27355000.0,,,-27355000.0,-27355000.0,,-27355000.0,-7147000.0,-7147000.0,-24934000.0,-32095790.0,24696000.0,-24659000.0,27830000.0,18207000.0,4505000.0,-1496000.0,,,,,,-27301000.0,,27793000.0,1221000.0,,,,,6489000.0,,,24696000.0,0.0,1260210.0,54000.0,0.21,52489000.0,-24659000.0,,6001000.0,6001000.0,,27830000.0,LLAP,,,,10.98,,,2.01,20.0,1.49,-22.4,-1.97,4.69,25.62,23.12
199058,2023-10-24 00:00:00+00:00,0.74,0.8,0.68,0.68,10129500,0.0,0.0,-0.21,-0.18,16.18,,,,156502662.0,-0.18,31430000.0,,,,,156502662.0,-0.18,-28130000.0,-16418000.0,-14332000.0,,,,,,11486000.0,24696000.0,802000.0,,,11729000.0,11729000.0,,,,-28130000.0,-28130000.0,-28130000.0,,,-28130000.0,-28130000.0,,-28130000.0,-11729000.0,-11729000.0,-25818000.0,-39609062.78,28732000.0,-27930000.0,32232000.0,18207000.0,11512000.0,26000.0,,,,,,-28147000.0,,31430000.0,2086000.0,,,,,6489000.0,,,28732000.0,0.0,6937.22,-17000.0,0.0,60162000.0,-27930000.0,,11486000.0,11486000.0,,32232000.0,LLAP,108.0,157091968.0,107.0,13.67,0.0,14.31,0.97,9.0,0.68,-8.78,0.0,31.35,42.31,14.79
199159,2023-08-08 00:00:00+00:00,506.0,538.0,502.71,521.6,15094500,0.0,0.0,1.98,2.11,6.6,,,,949286000.0,1.86,1807400000.0,,,,,949286000.0,1.86,1763200000.0,2222800000.0,2222800000.0,,,,,,-64900000.0,1925400000.0,6504700000.0,,,120300000.0,120300000.0,46000000.0,46000000.0,,1763200000.0,1763200000.0,1763200000.0,,,1763200000.0,1763200000.0,,1763200000.0,-74300000.0,-74300000.0,2319900000.0,1845152400.0,4281900000.0,2222800000.0,8312100000.0,1925400000.0,-59600000.0,37500000.0,,97100000.0,,,,2088900000.0,,1807400000.0,366300000.0,,,2356500000.0,0.0,-115600000.0,,,1925400000.0,-97100000.0,-15147600.0,325700000.0,0.16,6089300000.0,2125700000.0,74300000.0,-97100000.0,-97100000.0,206500000.0,8312100000.0,LLY,4536.0,561610000000.0,4334.0,11.43,30.25,19.43,561.93,19.0,502.71,-0.65,0.0,11.05,7.73,9.9
